,eos,rho_c,M,M_0,R,Omega,Omega_p,T/W,J,I,Phi_2,h_plus,h_minus,Z_p,Z_b,Z_f,omega_c/Omega,r_e,r_ratio,Omega_pa,Omega+,u_phi,TW,omega_c_over_Omega,Omega_plus
0,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1588220000000000.0,2.43369,2.92889,12.7745,0.0,1.24416,,0.0,0.0,0.0,8.76912,8.76912,0.51121,0.51121,0.51121,,0.240305,1.0,1.08332,,8.4305,0.0,0.0,1.14483
1,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1578220000000000.0,2.43368,2.92888,12.7776,0.0,1.24371,,0.0,0.0,0.0,8.76591,8.76591,0.51097,0.51097,0.51097,,0.240394,1.0,1.0831,,8.43047,0.0,0.0,1.1444
2,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1568220000000000.0,2.43365,2.92884,12.7808,0.0,1.24324,,0.0,0.0,0.0,8.76253,8.76253,0.510722,0.510722,0.510722,,0.240485,1.0,1.08287,,8.43037,0.0,0.0,1.14397
3,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1558220000000000.0,2.4336,2.92877,12.7839,0.0,1.24277,,0.0,0.0,0.0,8.75896,8.75896,0.510465,0.510465,0.510465,,0.240576,1.0,1.08264,,8.43021,0.0,0.0,1.14354
4,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1548220000000000.0,2.43354,2.92866,12.787,0.0,1.2423,,0.0,0.0,0.0,8.7552,8.7552,0.510199,0.510199,0.510199,,0.240669,1.0,1.08241,,8.42997,0.0,0.0,1.1431
5,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1538220000000000.0,2.43345,2.92853,12.7902,0.0,1.24181,,0.0,0.0,0.0,8.75125,8.75125,0.509925,0.509925,0.509925,,0.240764,1.0,1.08218,,8.42966,0.0,0.0,1.14265
6,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1528220000000000.0,2.43334,2.92837,12.7934,0.0,1.24132,,0.0,0.0,0.0,8.74711,8.74711,0.509642,0.509642,0.509642,,0.240859,1.0,1.08195,,8.42929,0.0,0.0,1.1422
7,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1518220000000000.0,2.43321,2.92817,12.7966,0.0,1.24083,,0.0,0.0,0.0,8.74275,8.74275,0.50935,0.50935,0.50935,,0.240957,1.0,1.08172,,8.42883,0.0,0.0,1.14174
8,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1508220000000000.0,2.43305,2.92794,12.7998,0.0,1.24032,,0.0,0.0,0.0,8.7382,8.7382,0.509048,0.509048,0.509048,,0.241055,1.0,1.08149,,8.4283,0.0,0.0,1.14127
9,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1498220000000000.0,2.43288,2.92768,12.803,0.0,1.23981,,0.0,0.0,0.0,8.73343,8.73343,0.508737,0.508737,0.508737,,0.241155,1.0,1.08126,,8.4277,0.0,0.0,1.14079
10,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1488220000000000.0,2.43268,2.92738,12.8062,0.0,1.23929,,0.0,0.0,0.0,8.72843,8.72843,0.508415,0.508415,0.508415,,0.241257,1.0,1.08104,,8.42701,0.0,0.0,1.14031
11,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1478220000000000.0,2.43246,2.92704,12.8095,0.0,1.23876,,0.0,0.0,0.0,8.72321,8.72321,0.508084,0.508084,0.508084,,0.241361,1.0,1.08081,,8.42624,0.0,0.0,1.13982
12,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1468220000000000.0,2.43221,2.92666,12.8127,0.0,1.23823,,0.0,0.0,0.0,8.71773,8.71773,0.507741,0.507741,0.507741,,0.241466,1.0,1.08058,,8.42537,0.0,0.0,1.13933
13,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1458220000000000.0,2.43193,2.92625,12.816,0.0,1.23768,,0.0,0.0,0.0,8.712,8.712,0.507387,0.507387,0.507387,,0.241572,1.0,1.08035,,8.42441,0.0,0.0,1.13883
14,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1448220000000000.0,2.43165,2.92583,12.8189,0.0,1.23719,,0.0,0.0,0.0,8.7066,8.7066,0.507057,0.507057,0.507057,,0.24167,1.0,1.08015,,8.42345,0.0,0.0,1.13837
15,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1438220000000000.0,2.43135,2.92538,12.8218,0.0,1.23669,,0.0,0.0,0.0,8.70106,8.70106,0.506723,0.506723,0.506723,,0.241768,1.0,1.07995,,8.42243,0.0,0.0,1.13791
16,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1428220000000000.0,2.43104,2.92491,12.8248,0.0,1.23618,,0.0,0.0,0.0,8.69533,8.69533,0.50638,0.50638,0.50638,,0.241868,1.0,1.07975,,8.42134,0.0,0.0,1.13744
17,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1418220000000000.0,2.4307,2.9244,12.8278,0.0,1.23567,,0.0,0.0,0.0,8.68934,8.68934,0.506025,0.506025,0.506025,,0.241969,1.0,1.07955,,8.42016,0.0,0.0,1.13696
18,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1408220000000000.0,2.43033,2.92384,12.8307,0.0,1.23514,,0.0,0.0,0.0,8.6831,8.6831,0.505658,0.505658,0.505658,,0.242072,1.0,1.07934,,8.41888,0.0,0.0,1.13648
19,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1398220000000000.0,2.42993,2.92324,12.8337,0.0,1.23461,,0.0,0.0,0.0,8.67658,8.67658,0.505279,0.505279,0.505279,,0.242177,1.0,1.07914,,8.41749,0.0,0.0,1.13598
20,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1388220000000000.0,2.4295,2.92259,12.8368,0.0,1.23406,,0.0,0.0,0.0,8.66975,8.66975,0.504886,0.504886,0.504886,,0.242285,1.0,1.07894,,8.416,0.0,0.0,1.13548
21,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1378220000000000.0,2.42904,2.9219,12.8398,0.0,1.23351,,0.0,0.0,0.0,8.66261,8.66261,0.504479,0.504479,0.504479,,0.242395,1.0,1.07874,,8.41439,0.0,0.0,1.13496
22,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1368220000000000.0,2.42854,2.92115,12.8429,0.0,1.23294,,0.0,0.0,0.0,8.65516,8.65516,0.504058,0.504058,0.504058,,0.242507,1.0,1.07853,,8.41268,0.0,0.0,1.13444
23,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1358220000000000.0,2.42801,2.92035,12.846,0.0,1.23236,,0.0,0.0,0.0,8.64736,8.64736,0.503621,0.503621,0.503621,,0.242622,1.0,1.07833,,8.41084,0.0,0.0,1.1339
24,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1348220000000000.0,2.42744,2.91949,12.8491,0.0,1.23176,,0.0,0.0,0.0,8.63918,8.63918,0.503167,0.503167,0.503167,,0.242739,1.0,1.07812,,8.40886,0.0,0.0,1.13335
25,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1338220000000000.0,2.42682,2.91857,12.8523,0.0,1.23115,,0.0,0.0,0.0,8.6306,8.6306,0.502696,0.502696,0.502696,,0.24286,1.0,1.07792,,8.40673,0.0,0.0,1.13279
26,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1328220000000000.0,2.42616,2.91758,12.8555,0.0,1.23053,,0.0,0.0,0.0,8.6216,8.6216,0.502206,0.502206,0.502206,,0.242983,1.0,1.07771,,8.40445,0.0,0.0,1.13221
27,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1318220000000000.0,2.42546,2.91653,12.8587,0.0,1.22989,,0.0,0.0,0.0,8.61218,8.61218,0.501696,0.501696,0.501696,,0.24311,1.0,1.07751,,8.40202,0.0,0.0,1.13162
28,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1308220000000000.0,2.42471,2.91541,12.862,0.0,1.22923,,0.0,0.0,0.0,8.6023,8.6023,0.501166,0.501166,0.501166,,0.243241,1.0,1.0773,,8.39942,0.0,0.0,1.13101
29,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1298220000000000.0,2.42391,2.91421,12.8653,0.0,1.22855,,0.0,0.0,0.0,8.59192,8.59192,0.500614,0.500614,0.500614,,0.243375,1.0,1.07709,,8.39665,0.0,0.0,1.13039
30,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1288220000000000.0,2.42306,2.91292,12.8686,0.0,1.22785,,0.0,0.0,0.0,8.58099,8.58099,0.500037,0.500037,0.500037,,0.243513,1.0,1.07688,,8.39368,0.0,0.0,1.12975
31,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1278220000000000.0,2.42214,2.91155,12.872,0.0,1.22714,,0.0,0.0,0.0,8.56949,8.56949,0.499435,0.499435,0.499435,,0.243656,1.0,1.07667,,8.3905,0.0,0.0,1.12908
32,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1268220000000000.0,2.42116,2.91008,12.8755,0.0,1.2264,,0.0,0.0,0.0,8.55738,8.55738,0.498807,0.498807,0.498807,,0.243803,1.0,1.07645,,8.38711,0.0,0.0,1.1284
33,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1258220000000000.0,2.42011,2.9085,12.879,0.0,1.22563,,0.0,0.0,0.0,8.54461,8.54461,0.498149,0.498149,0.498149,,0.243954,1.0,1.07624,,8.38346,0.0,0.0,1.1277
34,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1248220000000000.0,2.41898,2.90681,12.8825,0.0,1.22485,,0.0,0.0,0.0,8.53113,8.53113,0.497461,0.497461,0.497461,,0.244111,1.0,1.07603,,8.37955,0.0,0.0,1.12698
35,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1238220000000000.0,2.41778,2.90501,12.886,0.0,1.22403,,0.0,0.0,0.0,8.51692,8.51692,0.496741,0.496741,0.496741,,0.244272,1.0,1.07581,,8.37539,0.0,0.0,1.12623
36,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1228220000000000.0,2.41649,2.90308,12.8897,0.0,1.22319,,0.0,0.0,0.0,8.50192,8.50192,0.495988,0.495988,0.495988,,0.244439,1.0,1.0756,,8.37093,0.0,0.0,1.12546
37,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1218220000000000.0,2.41511,2.90102,12.8933,0.0,1.22232,,0.0,0.0,0.0,8.48604,8.48604,0.495198,0.495198,0.495198,,0.244612,1.0,1.07538,,8.36615,0.0,0.0,1.12467
38,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1208220000000000.0,2.41363,2.89881,12.897,0.0,1.22143,,0.0,0.0,0.0,8.46925,8.46925,0.494369,0.494369,0.494369,,0.244791,1.0,1.07516,,8.36103,0.0,0.0,1.12385
39,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1198220000000000.0,2.41206,2.89646,12.9007,0.0,1.22049,,0.0,0.0,0.0,8.45151,8.45151,0.493499,0.493499,0.493499,,0.244976,1.0,1.07495,,8.35556,0.0,0.0,1.123
40,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1188220000000000.0,2.41046,2.89407,12.9047,0.0,1.21952,,0.0,0.0,0.0,8.43306,8.43306,0.492594,0.492594,0.492594,,0.24517,1.0,1.07472,,8.34989,0.0,0.0,1.12211
41,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1178220000000000.0,2.40864,2.89136,12.9085,0.0,1.21852,,0.0,0.0,0.0,8.41316,8.41316,0.491634,0.491634,0.491634,,0.24537,1.0,1.0745,,8.34361,0.0,0.0,1.1212
42,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1168220000000000.0,2.40669,2.88846,12.9124,0.0,1.21748,,0.0,0.0,0.0,8.39205,8.39205,0.490624,0.490624,0.490624,,0.245577,1.0,1.07428,,8.33687,0.0,0.0,1.12025
43,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1158220000000000.0,2.40461,2.88534,12.9163,0.0,1.2164,,0.0,0.0,0.0,8.36967,8.36967,0.489561,0.489561,0.489561,,0.245791,1.0,1.07406,,8.32964,0.0,0.0,1.11928
44,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1148220000000000.0,2.40237,2.88201,12.9202,0.0,1.21528,,0.0,0.0,0.0,8.34592,8.34592,0.488442,0.488442,0.488442,,0.246015,1.0,1.07385,,8.32189,0.0,0.0,1.11826
45,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1138220000000000.0,2.40032,2.87896,12.9236,0.0,1.21429,,0.0,0.0,0.0,8.32442,8.32442,0.487436,0.487436,0.487436,,0.246213,1.0,1.07366,,8.31481,0.0,0.0,1.11736
46,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1128220000000000.0,2.39813,2.8757,12.9271,0.0,1.21325,,0.0,0.0,0.0,8.30164,8.30164,0.486375,0.486375,0.486375,,0.24642,1.0,1.07348,,8.30723,0.0,0.0,1.11642
47,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1118220000000000.0,2.39578,2.87221,12.9306,0.0,1.21216,,0.0,0.0,0.0,8.27738,8.27738,0.485254,0.485254,0.485254,,0.246636,1.0,1.07329,,8.29909,0.0,0.0,1.11544
48,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1108220000000000.0,2.39325,2.86846,12.9341,0.0,1.21103,,0.0,0.0,0.0,8.25152,8.25152,0.484066,0.484066,0.484066,,0.246863,1.0,1.0731,,8.29035,0.0,0.0,1.11442
49,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1098220000000000.0,2.39054,2.86444,12.9378,0.0,1.20983,,0.0,0.0,0.0,8.22394,8.22394,0.482807,0.482807,0.482807,,0.247101,1.0,1.07291,,8.28097,0.0,0.0,1.11334
50,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1088220000000000.0,2.38762,2.8601,12.9415,0.0,1.20857,,0.0,0.0,0.0,8.19444,8.19444,0.48147,0.48147,0.48147,,0.247352,1.0,1.07271,,8.27086,0.0,0.0,1.11221
51,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1078220000000000.0,2.38447,2.85543,12.9452,0.0,1.20725,,0.0,0.0,0.0,8.16284,8.16284,0.480048,0.480048,0.480048,,0.247615,1.0,1.07251,,8.25995,0.0,0.0,1.11103
52,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1068220000000000.0,2.38106,2.85039,12.949,0.0,1.20586,,0.0,0.0,0.0,8.12896,8.12896,0.478535,0.478535,0.478535,,0.247892,1.0,1.07232,,8.24816,0.0,0.0,1.10979
53,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1058220000000000.0,2.37738,2.84494,12.9529,0.0,1.20439,,0.0,0.0,0.0,8.09253,8.09253,0.476923,0.476923,0.476923,,0.248184,1.0,1.07212,,8.23542,0.0,0.0,1.10848
54,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1048220000000000.0,2.37339,2.83905,12.9568,0.0,1.20284,,0.0,0.0,0.0,8.05336,8.05336,0.475203,0.475203,0.475203,,0.248492,1.0,1.07192,,8.22163,0.0,0.0,1.10711
55,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1038220000000000.0,2.36908,2.83269,12.9607,0.0,1.2012,,0.0,0.0,0.0,8.01124,8.01124,0.473368,0.473368,0.473368,,0.248818,1.0,1.07171,,8.2067,0.0,0.0,1.10566
56,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1028220000000000.0,2.3644,2.82579,12.9646,0.0,1.19947,,0.0,0.0,0.0,7.96585,7.96585,0.471407,0.471407,0.471407,,0.249161,1.0,1.07151,,8.1905,0.0,0.0,1.10414
57,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1018220000000000.0,2.35932,2.81831,12.9686,0.0,1.19763,,0.0,0.0,0.0,7.91698,7.91698,0.469312,0.469312,0.469312,,0.249525,1.0,1.0713,,8.17292,0.0,0.0,1.10253
58,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,1008220000000000.0,2.35432,2.81097,12.9735,0.0,1.19564,,0.0,0.0,0.0,7.86635,7.86635,0.467125,0.467125,0.467125,,0.249921,1.0,1.071,,8.15497,0.0,0.0,1.10078
59,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,998218000000000.0,2.3483,2.80214,12.9774,0.0,1.19358,,0.0,0.0,0.0,7.8095,7.8095,0.464728,0.464728,0.464728,,0.250326,1.0,1.0708,,8.1342,0.0,0.0,1.09899
60,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,988218000000000.0,2.34134,2.79195,12.9804,0.0,1.19144,,0.0,0.0,0.0,7.74642,7.74642,0.462116,0.462116,0.462116,,0.250748,1.0,1.07065,,8.11071,0.0,0.0,1.09714
61,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,978218000000000.0,2.33431,2.78168,12.9843,0.0,1.18912,,0.0,0.0,0.0,7.68031,7.68031,0.459379,0.459379,0.459379,,0.251205,1.0,1.07042,,8.08636,0.0,0.0,1.09515
62,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,968218000000000.0,2.32667,2.77053,12.9881,0.0,1.18666,,0.0,0.0,0.0,7.6089,7.6089,0.456453,0.456453,0.456453,,0.251688,1.0,1.07019,,8.0599,0.0,0.0,1.09305
63,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,958218000000000.0,2.31837,2.75846,12.9917,0.0,1.18404,,0.0,0.0,0.0,7.53181,7.53181,0.453324,0.453324,0.453324,,0.2522,1.0,1.06994,,8.03119,0.0,0.0,1.09083
64,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,948218000000000.0,2.30937,2.74539,12.9953,0.0,1.18126,,0.0,0.0,0.0,7.44872,7.44872,0.44998,0.44998,0.44998,,0.252743,1.0,1.06968,,8.00001,0.0,0.0,1.08848
65,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,938218000000000.0,2.29937,2.73091,12.9981,0.0,1.17834,,0.0,0.0,0.0,7.3583,7.3583,0.446394,0.446394,0.446394,,0.25331,1.0,1.06944,,7.96572,0.0,0.0,1.08604
66,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,928218000000000.0,2.28874,2.71555,13.0011,0.0,1.17521,,0.0,0.0,0.0,7.26132,7.26132,0.442581,0.442581,0.442581,,0.253916,1.0,1.06915,,7.92894,0.0,0.0,1.08345
67,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,918218000000000.0,2.27722,2.69894,13.0038,0.0,1.17188,,0.0,0.0,0.0,7.15671,7.15671,0.438518,0.438518,0.438518,,0.254557,1.0,1.06884,,7.88912,0.0,0.0,1.08073
68,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,908218000000000.0,2.26507,2.68146,13.0069,0.0,1.16831,,0.0,0.0,0.0,7.04517,7.04517,0.434212,0.434212,0.434212,,0.255244,1.0,1.06843,,7.8466,0.0,0.0,1.07782
69,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,898218000000000.0,2.25058,2.6607,13.009,0.0,1.16428,,0.0,0.0,0.0,6.91484,6.91484,0.429264,0.429264,0.429264,,0.256012,1.0,1.06801,,7.79638,0.0,0.0,1.07458
70,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,888218000000000.0,2.23398,2.63699,13.0105,0.0,1.15979,,0.0,0.0,0.0,6.76636,6.76636,0.423718,0.423718,0.423718,,0.256862,1.0,1.06753,,7.7389,0.0,0.0,1.07103
71,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,878218000000000.0,2.21599,2.61138,13.011,0.0,1.15504,,0.0,0.0,0.0,6.60671,6.60671,0.41784,0.41784,0.41784,,0.257752,1.0,1.06698,,7.67657,0.0,0.0,1.06733
72,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,868218000000000.0,2.19653,2.58375,13.0106,0.0,1.15001,,0.0,0.0,0.0,6.43476,6.43476,0.411612,0.411612,0.411612,,0.258685,1.0,1.06636,,7.60914,0.0,0.0,1.06348
73,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,858218000000000.0,2.17552,2.55403,13.0091,0.0,1.14469,,0.0,0.0,0.0,6.2501,6.2501,0.405034,0.405034,0.405034,,0.259662,1.0,1.06563,,7.53635,0.0,0.0,1.05948
74,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,848218000000000.0,2.15292,2.52219,13.0065,0.0,1.13906,,0.0,0.0,0.0,6.0525,6.0525,0.39811,0.39811,0.39811,,0.260681,1.0,1.06477,,7.45803,0.0,0.0,1.05534
75,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,838218000000000.0,2.12871,2.48826,13.0027,0.0,1.13314,,0.0,0.0,0.0,5.84186,5.84186,0.390856,0.390856,0.390856,,0.26174,1.0,1.06376,,7.37415,0.0,0.0,1.05107
76,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,828218000000000.0,2.10288,2.45226,12.9976,0.0,1.1269,,0.0,0.0,0.0,5.61809,5.61809,0.383282,0.383282,0.383282,,0.262838,1.0,1.06255,,7.28465,0.0,0.0,1.04668
77,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,818218000000000.0,2.07541,2.41423,12.9912,0.0,1.12034,,0.0,0.0,0.0,5.38135,5.38135,0.375404,0.375404,0.375404,,0.263973,1.0,1.06112,,7.18946,0.0,0.0,1.04218
78,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,808218000000000.0,2.04629,2.37417,12.9834,0.0,1.11345,,0.0,0.0,0.0,5.1312,5.1312,0.367234,0.367234,0.367234,,0.265144,1.0,1.05942,,7.08859,0.0,0.0,1.03758
79,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,798218000000000.0,2.01551,2.33212,12.9743,0.0,1.10621,,0.0,0.0,0.0,4.86786,4.86786,0.358785,0.358785,0.358785,,0.266352,1.0,1.05739,,6.98198,0.0,0.0,1.03288
80,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,788218000000000.0,1.98307,2.28808,12.9639,0.0,1.0986,,0.0,0.0,0.0,4.5913,4.5913,0.350072,0.350072,0.350072,,0.267596,1.0,1.05498,,6.86961,0.0,0.0,1.02807
81,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,778218000000000.0,1.94899,2.24211,12.9522,0.0,1.09059,,0.0,0.0,0.0,4.30139,4.30139,0.341112,0.341112,0.341112,,0.268876,1.0,1.05214,,6.75157,0.0,0.0,1.02318
82,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,768218000000000.0,1.91331,2.1943,12.9393,0.0,1.08217,,0.0,0.0,0.0,3.99832,3.99832,0.331925,0.331925,0.331925,,0.270195,1.0,1.04879,,6.62797,0.0,0.0,1.01818
83,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,758218000000000.0,1.87611,2.14479,12.9254,0.0,1.07334,,0.0,0.0,0.0,3.68294,3.68294,0.322548,0.322548,0.322548,,0.271547,1.0,1.04486,,6.49911,0.0,0.0,1.01311
84,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,748218000000000.0,1.83754,2.09385,12.9103,0.0,1.06411,,0.0,0.0,0.0,3.35664,3.35664,0.313035,0.313035,0.313035,,0.272925,1.0,1.04033,,6.36552,0.0,0.0,1.008
85,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,738218000000000.0,1.79779,2.04178,12.8943,0.0,1.0545,,0.0,0.0,0.0,3.02092,3.02092,0.303436,0.303436,0.303436,,0.274324,1.0,1.03513,,6.22783,0.0,0.0,1.00285
86,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,728218000000000.0,1.75687,1.98857,12.8774,0.0,1.04449,,0.0,0.0,0.0,2.67586,2.67586,0.293764,0.293764,0.293764,,0.275744,1.0,1.02921,,6.08612,0.0,0.0,0.997687
87,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,718218000000000.0,1.71479,1.93422,12.8594,0.0,1.03409,,0.0,0.0,0.0,2.32175,2.32175,0.28404,0.28404,0.28404,,0.27718,1.0,1.02252,,5.94047,0.0,0.0,0.992519
88,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,708218000000000.0,1.67088,1.87785,12.8401,0.0,1.02305,,0.0,0.0,0.0,1.95184,1.95184,0.27409,0.27409,0.27409,,0.278661,1.0,1.01482,,5.78818,0.0,0.0,0.987246
89,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,698218000000000.0,1.62565,1.82028,12.8189,0.0,1.0116,,0.0,0.0,0.0,1.57254,1.57254,0.264098,0.264098,0.264098,,0.280139,1.0,1.00623,,5.63149,0.0,0.0,0.982038
90,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,688218000000000.0,1.57932,1.76183,12.796,0.0,0.999761,,0.0,0.0,0.0,1.18527,1.18527,0.254104,0.254104,0.254104,,0.281611,1.0,0.996691,,5.47102,0.0,0.0,0.976909
91,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,678218000000000.0,1.53193,1.70251,12.7717,0.0,0.987466,,0.0,0.0,0.0,0.790215,0.790215,0.244112,0.244112,0.244112,,0.283081,1.0,0.986092,,5.30686,0.0,0.0,0.971832
92,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,668218000000000.0,1.48359,1.64248,12.746,0.0,0.974695,,0.0,0.0,0.0,0.388026,0.388026,0.234144,0.234144,0.234144,,0.28455,1.0,0.97436,,5.1394,0.0,0.0,0.966813
93,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,658218000000000.0,1.43451,1.58203,12.7192,0.0,0.961475,,0.0,0.0,0.0,0.0,0.0,0.224246,0.224246,0.224246,,0.286009,1.0,0.961475,,4.96943,0.0,0.0,0.961475
94,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,648218000000000.0,1.38484,1.52132,12.6915,0.0,0.947774,,0.0,0.0,0.0,0.0,0.0,0.214435,0.214435,0.214435,,0.287463,1.0,0.947774,,4.80012,0.0,0.0,0.947774
95,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,638218000000000.0,1.33469,1.4605,12.6633,0.0,0.933563,,0.0,0.0,0.0,0.0,0.0,0.204731,0.204731,0.204731,,0.288916,1.0,0.933563,,4.63403,0.0,0.0,0.933563
96,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,628218000000000.0,1.28438,1.39997,12.6349,0.0,0.918885,,0.0,0.0,0.0,0.0,0.0,0.195184,0.195184,0.195184,,0.290361,1.0,0.918885,,4.47181,0.0,0.0,0.918885
97,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,618218000000000.0,1.23424,1.34016,12.6064,0.0,0.903829,,0.0,0.0,0.0,0.0,0.0,0.185855,0.185855,0.185855,,0.291786,1.0,0.903829,,4.31414,0.0,0.0,0.903829
98,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,608218000000000.0,1.1843,1.28104,12.5783,0.0,0.888323,,0.0,0.0,0.0,0.0,0.0,0.176731,0.176731,0.176731,,0.293204,1.0,0.888323,,4.16073,0.0,0.0,0.888323
99,/home/miler/codes/Something_with_rns/EOS/106/EOS86439.rns,598218000000000.0,1.13485,1.22296,12.5509,0.0,0.87244,,0.0,0.0,0.0,0.0,0.0,0.167859,0.167859,0.167859,,0.29461,1.0,0.87244,,4.0121,0.0,0.0,0.87244
