,eos,rho_c,M,M_0,R,Omega,Omega_p,T/W,J,I,Phi_2,h_plus,h_minus,Z_p,Z_b,Z_f,omega_c/Omega,r_e,r_ratio,Omega_pa,Omega+,u_phi,TW,omega_c_over_Omega,Omega_plus
0,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1363640000000000.0,2.67682,3.25407,13.6024,0.0,1.18742,,0.0,0.0,0.0,10.0942,10.0942,0.544053,0.544053,0.544053,,0.251612,1.0,1.01219,,9.27257,0.0,0.0,1.09343
1,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1362640000000000.0,2.67682,3.25407,13.603,0.0,1.18734,,0.0,0.0,0.0,10.0936,10.0936,0.544005,0.544005,0.544005,,0.251629,1.0,1.01216,,9.27257,0.0,0.0,1.09335
2,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1361640000000000.0,2.67681,3.25407,13.6036,0.0,1.18726,,0.0,0.0,0.0,10.093,10.093,0.543958,0.543958,0.543958,,0.251647,1.0,1.01212,,9.27257,0.0,0.0,1.09328
3,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1360640000000000.0,2.67681,3.25407,13.6042,0.0,1.18718,,0.0,0.0,0.0,10.0923,10.0923,0.54391,0.54391,0.54391,,0.251664,1.0,1.01209,,9.27256,0.0,0.0,1.0932
4,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1359640000000000.0,2.67681,3.25406,13.6048,0.0,1.1871,,0.0,0.0,0.0,10.0917,10.0917,0.543861,0.543861,0.543861,,0.251681,1.0,1.01205,,9.27256,0.0,0.0,1.09313
5,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1358640000000000.0,2.67681,3.25406,13.6054,0.0,1.18702,,0.0,0.0,0.0,10.0911,10.0911,0.543813,0.543813,0.543813,,0.251699,1.0,1.01201,,9.27255,0.0,0.0,1.09305
6,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1357640000000000.0,2.67681,3.25406,13.606,0.0,1.18694,,0.0,0.0,0.0,10.0905,10.0905,0.543765,0.543765,0.543765,,0.251716,1.0,1.01198,,9.27255,0.0,0.0,1.09297
7,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1356640000000000.0,2.67681,3.25406,13.6066,0.0,1.18686,,0.0,0.0,0.0,10.0898,10.0898,0.543716,0.543716,0.543716,,0.251734,1.0,1.01194,,9.27254,0.0,0.0,1.0929
8,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1355640000000000.0,2.6768,3.25405,13.6072,0.0,1.18678,,0.0,0.0,0.0,10.0892,10.0892,0.543667,0.543667,0.543667,,0.251751,1.0,1.0119,,9.27253,0.0,0.0,1.09282
9,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1354640000000000.0,2.6768,3.25405,13.6078,0.0,1.1867,,0.0,0.0,0.0,10.0886,10.0886,0.543618,0.543618,0.543618,,0.251769,1.0,1.01187,,9.27252,0.0,0.0,1.09275
10,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1353640000000000.0,2.6768,3.25404,13.6084,0.0,1.18662,,0.0,0.0,0.0,10.0879,10.0879,0.543569,0.543569,0.543569,,0.251786,1.0,1.01183,,9.27251,0.0,0.0,1.09267
11,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1352640000000000.0,2.67679,3.25404,13.609,0.0,1.18654,,0.0,0.0,0.0,10.0873,10.0873,0.54352,0.54352,0.54352,,0.251804,1.0,1.0118,,9.2725,0.0,0.0,1.09259
12,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1351640000000000.0,2.67679,3.25403,13.6097,0.0,1.18646,,0.0,0.0,0.0,10.0866,10.0866,0.54347,0.54347,0.54347,,0.251822,1.0,1.01176,,9.27248,0.0,0.0,1.09252
13,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1350640000000000.0,2.67679,3.25403,13.6103,0.0,1.18638,,0.0,0.0,0.0,10.086,10.086,0.54342,0.54342,0.54342,,0.251839,1.0,1.01172,,9.27247,0.0,0.0,1.09244
14,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1349640000000000.0,2.67678,3.25402,13.6109,0.0,1.1863,,0.0,0.0,0.0,10.0853,10.0853,0.543371,0.543371,0.543371,,0.251857,1.0,1.01169,,9.27245,0.0,0.0,1.09236
15,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1348640000000000.0,2.67678,3.25401,13.6115,0.0,1.18622,,0.0,0.0,0.0,10.0847,10.0847,0.543321,0.543321,0.543321,,0.251875,1.0,1.01165,,9.27243,0.0,0.0,1.09229
16,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1347640000000000.0,2.67677,3.254,13.6121,0.0,1.18614,,0.0,0.0,0.0,10.084,10.084,0.543271,0.543271,0.543271,,0.251893,1.0,1.01161,,9.27242,0.0,0.0,1.09221
17,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1346640000000000.0,2.67676,3.25399,13.6127,0.0,1.18606,,0.0,0.0,0.0,10.0833,10.0833,0.54322,0.54322,0.54322,,0.25191,1.0,1.01158,,9.2724,0.0,0.0,1.09213
18,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1345640000000000.0,2.67676,3.25399,13.6133,0.0,1.18598,,0.0,0.0,0.0,10.0827,10.0827,0.54317,0.54317,0.54317,,0.251928,1.0,1.01154,,9.27237,0.0,0.0,1.09206
19,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1344640000000000.0,2.67675,3.25398,13.6139,0.0,1.18589,,0.0,0.0,0.0,10.082,10.082,0.543119,0.543119,0.543119,,0.251946,1.0,1.0115,,9.27235,0.0,0.0,1.09198
20,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1343640000000000.0,2.67674,3.25397,13.6146,0.0,1.18581,,0.0,0.0,0.0,10.0813,10.0813,0.543068,0.543068,0.543068,,0.251964,1.0,1.01147,,9.27233,0.0,0.0,1.0919
21,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1342640000000000.0,2.67674,3.25395,13.6152,0.0,1.18573,,0.0,0.0,0.0,10.0806,10.0806,0.543017,0.543017,0.543017,,0.251982,1.0,1.01143,,9.2723,0.0,0.0,1.09182
22,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1341640000000000.0,2.67673,3.25394,13.6158,0.0,1.18565,,0.0,0.0,0.0,10.0799,10.0799,0.542966,0.542966,0.542966,,0.252,1.0,1.0114,,9.27228,0.0,0.0,1.09175
23,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1340640000000000.0,2.67672,3.25393,13.6164,0.0,1.18557,,0.0,0.0,0.0,10.0792,10.0792,0.542915,0.542915,0.542915,,0.252018,1.0,1.01136,,9.27225,0.0,0.0,1.09167
24,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1339640000000000.0,2.67671,3.25392,13.617,0.0,1.18548,,0.0,0.0,0.0,10.0786,10.0786,0.542863,0.542863,0.542863,,0.252036,1.0,1.01132,,9.27222,0.0,0.0,1.09159
25,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1338640000000000.0,2.6767,3.25391,13.6176,0.0,1.1854,,0.0,0.0,0.0,10.0779,10.0779,0.542812,0.542812,0.542812,,0.252054,1.0,1.01129,,9.27219,0.0,0.0,1.09151
26,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1337640000000000.0,2.67669,3.25389,13.6182,0.0,1.18532,,0.0,0.0,0.0,10.0772,10.0772,0.54276,0.54276,0.54276,,0.252072,1.0,1.01125,,9.27216,0.0,0.0,1.09143
27,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1336640000000000.0,2.67668,3.25388,13.6189,0.0,1.18524,,0.0,0.0,0.0,10.0765,10.0765,0.542708,0.542708,0.542708,,0.25209,1.0,1.01121,,9.27212,0.0,0.0,1.09136
28,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1335640000000000.0,2.67667,3.25386,13.6195,0.0,1.18515,,0.0,0.0,0.0,10.0757,10.0757,0.542656,0.542656,0.542656,,0.252108,1.0,1.01118,,9.27209,0.0,0.0,1.09128
29,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1334640000000000.0,2.67666,3.25385,13.6201,0.0,1.18507,,0.0,0.0,0.0,10.075,10.075,0.542604,0.542604,0.542604,,0.252126,1.0,1.01114,,9.27205,0.0,0.0,1.0912
30,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1333640000000000.0,2.67665,3.25383,13.6207,0.0,1.18499,,0.0,0.0,0.0,10.0743,10.0743,0.542551,0.542551,0.542551,,0.252144,1.0,1.01111,,9.27202,0.0,0.0,1.09112
31,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1332640000000000.0,2.67664,3.25381,13.6213,0.0,1.18491,,0.0,0.0,0.0,10.0736,10.0736,0.542498,0.542498,0.542498,,0.252162,1.0,1.01107,,9.27198,0.0,0.0,1.09104
32,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1331640000000000.0,2.67663,3.2538,13.622,0.0,1.18482,,0.0,0.0,0.0,10.0729,10.0729,0.542446,0.542446,0.542446,,0.252181,1.0,1.01103,,9.27194,0.0,0.0,1.09096
33,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1330640000000000.0,2.67662,3.25378,13.6226,0.0,1.18474,,0.0,0.0,0.0,10.0722,10.0722,0.542393,0.542393,0.542393,,0.252199,1.0,1.011,,9.2719,0.0,0.0,1.09088
34,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1329640000000000.0,2.67661,3.25376,13.6232,0.0,1.18466,,0.0,0.0,0.0,10.0714,10.0714,0.542339,0.542339,0.542339,,0.252217,1.0,1.01096,,9.27186,0.0,0.0,1.09081
35,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1328640000000000.0,2.67659,3.25374,13.6238,0.0,1.18457,,0.0,0.0,0.0,10.0707,10.0707,0.542286,0.542286,0.542286,,0.252236,1.0,1.01092,,9.27181,0.0,0.0,1.09073
36,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1327640000000000.0,2.67658,3.25372,13.6244,0.0,1.18449,,0.0,0.0,0.0,10.07,10.07,0.542233,0.542233,0.542233,,0.252254,1.0,1.01089,,9.27177,0.0,0.0,1.09065
37,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1326640000000000.0,2.67657,3.2537,13.6251,0.0,1.1844,,0.0,0.0,0.0,10.0692,10.0692,0.542179,0.542179,0.542179,,0.252272,1.0,1.01085,,9.27172,0.0,0.0,1.09057
38,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1325640000000000.0,2.67655,3.25368,13.6257,0.0,1.18432,,0.0,0.0,0.0,10.0685,10.0685,0.542125,0.542125,0.542125,,0.252291,1.0,1.01082,,9.27167,0.0,0.0,1.09049
39,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1324640000000000.0,2.67654,3.25366,13.6263,0.0,1.18424,,0.0,0.0,0.0,10.0677,10.0677,0.542071,0.542071,0.542071,,0.252309,1.0,1.01078,,9.27162,0.0,0.0,1.09041
40,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1323640000000000.0,2.67652,3.25364,13.6269,0.0,1.18415,,0.0,0.0,0.0,10.067,10.067,0.542017,0.542017,0.542017,,0.252328,1.0,1.01074,,9.27157,0.0,0.0,1.09033
41,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1322640000000000.0,2.67651,3.25361,13.6275,0.0,1.18407,,0.0,0.0,0.0,10.0662,10.0662,0.541962,0.541962,0.541962,,0.252346,1.0,1.01071,,9.27152,0.0,0.0,1.09025
42,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1321640000000000.0,2.67649,3.25359,13.6282,0.0,1.18398,,0.0,0.0,0.0,10.0654,10.0654,0.541908,0.541908,0.541908,,0.252365,1.0,1.01067,,9.27147,0.0,0.0,1.09017
43,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1320640000000000.0,2.67648,3.25357,13.6288,0.0,1.1839,,0.0,0.0,0.0,10.0647,10.0647,0.541853,0.541853,0.541853,,0.252383,1.0,1.01063,,9.27141,0.0,0.0,1.09009
44,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1319640000000000.0,2.67646,3.25354,13.6294,0.0,1.18381,,0.0,0.0,0.0,10.0639,10.0639,0.541798,0.541798,0.541798,,0.252402,1.0,1.0106,,9.27136,0.0,0.0,1.09001
45,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1318640000000000.0,2.67644,3.25351,13.63,0.0,1.18373,,0.0,0.0,0.0,10.0631,10.0631,0.541743,0.541743,0.541743,,0.252421,1.0,1.01056,,9.2713,0.0,0.0,1.08993
46,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1317640000000000.0,2.67643,3.25349,13.6306,0.0,1.18364,,0.0,0.0,0.0,10.0623,10.0623,0.541687,0.541687,0.541687,,0.252439,1.0,1.01053,,9.27124,0.0,0.0,1.08985
47,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1316640000000000.0,2.67641,3.25346,13.6313,0.0,1.18356,,0.0,0.0,0.0,10.0616,10.0616,0.541632,0.541632,0.541632,,0.252458,1.0,1.01049,,9.27118,0.0,0.0,1.08977
48,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1315640000000000.0,2.67639,3.25343,13.6319,0.0,1.18347,,0.0,0.0,0.0,10.0608,10.0608,0.541576,0.541576,0.541576,,0.252477,1.0,1.01045,,9.27112,0.0,0.0,1.08969
49,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1314640000000000.0,2.67637,3.25341,13.6325,0.0,1.18339,,0.0,0.0,0.0,10.06,10.06,0.54152,0.54152,0.54152,,0.252495,1.0,1.01042,,9.27105,0.0,0.0,1.08961
50,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1313640000000000.0,2.67635,3.25338,13.6331,0.0,1.1833,,0.0,0.0,0.0,10.0592,10.0592,0.541464,0.541464,0.541464,,0.252514,1.0,1.01038,,9.27099,0.0,0.0,1.08952
51,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1312640000000000.0,2.67634,3.25335,13.6338,0.0,1.18322,,0.0,0.0,0.0,10.0584,10.0584,0.541408,0.541408,0.541408,,0.252533,1.0,1.01035,,9.27092,0.0,0.0,1.08944
52,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1311640000000000.0,2.67632,3.25332,13.6344,0.0,1.18313,,0.0,0.0,0.0,10.0576,10.0576,0.541351,0.541351,0.541351,,0.252552,1.0,1.01031,,9.27085,0.0,0.0,1.08936
53,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1310640000000000.0,2.6763,3.25329,13.635,0.0,1.18305,,0.0,0.0,0.0,10.0568,10.0568,0.541295,0.541295,0.541295,,0.252571,1.0,1.01027,,9.27078,0.0,0.0,1.08928
54,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1309640000000000.0,2.67627,3.25326,13.6357,0.0,1.18296,,0.0,0.0,0.0,10.056,10.056,0.541238,0.541238,0.541238,,0.25259,1.0,1.01024,,9.27071,0.0,0.0,1.0892
55,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1308640000000000.0,2.67625,3.25322,13.6363,0.0,1.18287,,0.0,0.0,0.0,10.0552,10.0552,0.541181,0.541181,0.541181,,0.252609,1.0,1.0102,,9.27064,0.0,0.0,1.08912
56,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1307640000000000.0,2.67623,3.25319,13.6369,0.0,1.18279,,0.0,0.0,0.0,10.0543,10.0543,0.541124,0.541124,0.541124,,0.252628,1.0,1.01016,,9.27057,0.0,0.0,1.08904
57,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1306640000000000.0,2.67621,3.25316,13.6375,0.0,1.1827,,0.0,0.0,0.0,10.0535,10.0535,0.541066,0.541066,0.541066,,0.252647,1.0,1.01013,,9.27049,0.0,0.0,1.08895
58,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1305640000000000.0,2.67619,3.25313,13.6382,0.0,1.18261,,0.0,0.0,0.0,10.0527,10.0527,0.541009,0.541009,0.541009,,0.252666,1.0,1.01009,,9.27042,0.0,0.0,1.08887
59,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1304640000000000.0,2.67617,3.25309,13.6388,0.0,1.18253,,0.0,0.0,0.0,10.0519,10.0519,0.540951,0.540951,0.540951,,0.252685,1.0,1.01006,,9.27034,0.0,0.0,1.08879
60,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1303640000000000.0,2.67614,3.25306,13.6394,0.0,1.18244,,0.0,0.0,0.0,10.051,10.051,0.540893,0.540893,0.540893,,0.252704,1.0,1.01002,,9.27026,0.0,0.0,1.08871
61,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1302640000000000.0,2.67612,3.25302,13.64,0.0,1.18235,,0.0,0.0,0.0,10.0502,10.0502,0.540835,0.540835,0.540835,,0.252723,1.0,1.00998,,9.27018,0.0,0.0,1.08862
62,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1301640000000000.0,2.6761,3.25298,13.6407,0.0,1.18227,,0.0,0.0,0.0,10.0493,10.0493,0.540777,0.540777,0.540777,,0.252742,1.0,1.00995,,9.2701,0.0,0.0,1.08854
63,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1300640000000000.0,2.67607,3.25295,13.6413,0.0,1.18218,,0.0,0.0,0.0,10.0485,10.0485,0.540719,0.540719,0.540719,,0.252761,1.0,1.00991,,9.27001,0.0,0.0,1.08846
64,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1299640000000000.0,2.67605,3.25291,13.6419,0.0,1.18209,,0.0,0.0,0.0,10.0476,10.0476,0.54066,0.54066,0.54066,,0.252781,1.0,1.00988,,9.26993,0.0,0.0,1.08838
65,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1298640000000000.0,2.67602,3.25287,13.6426,0.0,1.182,,0.0,0.0,0.0,10.0468,10.0468,0.540601,0.540601,0.540601,,0.2528,1.0,1.00984,,9.26984,0.0,0.0,1.08829
66,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1297640000000000.0,2.676,3.25283,13.6432,0.0,1.18192,,0.0,0.0,0.0,10.0459,10.0459,0.540542,0.540542,0.540542,,0.252819,1.0,1.0098,,9.26975,0.0,0.0,1.08821
67,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1296640000000000.0,2.67597,3.25279,13.6438,0.0,1.18183,,0.0,0.0,0.0,10.0451,10.0451,0.540483,0.540483,0.540483,,0.252839,1.0,1.00977,,9.26966,0.0,0.0,1.08813
68,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1295640000000000.0,2.67594,3.25275,13.6445,0.0,1.18174,,0.0,0.0,0.0,10.0442,10.0442,0.540423,0.540423,0.540423,,0.252858,1.0,1.00973,,9.26957,0.0,0.0,1.08804
69,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1294640000000000.0,2.67592,3.25271,13.6451,0.0,1.18165,,0.0,0.0,0.0,10.0433,10.0433,0.540364,0.540364,0.540364,,0.252877,1.0,1.00969,,9.26948,0.0,0.0,1.08796
70,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1293640000000000.0,2.67589,3.25267,13.6457,0.0,1.18157,,0.0,0.0,0.0,10.0424,10.0424,0.540304,0.540304,0.540304,,0.252897,1.0,1.00966,,9.26938,0.0,0.0,1.08788
71,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1292640000000000.0,2.67586,3.25263,13.6464,0.0,1.18148,,0.0,0.0,0.0,10.0416,10.0416,0.540244,0.540244,0.540244,,0.252916,1.0,1.00962,,9.26928,0.0,0.0,1.08779
72,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1291640000000000.0,2.67583,3.25258,13.647,0.0,1.18139,,0.0,0.0,0.0,10.0407,10.0407,0.540184,0.540184,0.540184,,0.252936,1.0,1.00959,,9.26919,0.0,0.0,1.08771
73,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1290640000000000.0,2.6758,3.25254,13.6476,0.0,1.1813,,0.0,0.0,0.0,10.0398,10.0398,0.540123,0.540123,0.540123,,0.252955,1.0,1.00955,,9.26909,0.0,0.0,1.08763
74,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1289640000000000.0,2.67577,3.25249,13.6483,0.0,1.18121,,0.0,0.0,0.0,10.0389,10.0389,0.540062,0.540062,0.540062,,0.252975,1.0,1.00951,,9.26898,0.0,0.0,1.08754
75,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1288640000000000.0,2.67574,3.25245,13.6489,0.0,1.18112,,0.0,0.0,0.0,10.038,10.038,0.540002,0.540002,0.540002,,0.252995,1.0,1.00948,,9.26888,0.0,0.0,1.08746
76,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1287640000000000.0,2.67571,3.2524,13.6495,0.0,1.18103,,0.0,0.0,0.0,10.0371,10.0371,0.539941,0.539941,0.539941,,0.253014,1.0,1.00944,,9.26878,0.0,0.0,1.08737
77,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1286640000000000.0,2.67568,3.25235,13.6502,0.0,1.18094,,0.0,0.0,0.0,10.0362,10.0362,0.539879,0.539879,0.539879,,0.253034,1.0,1.00941,,9.26867,0.0,0.0,1.08729
78,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1285640000000000.0,2.67565,3.25231,13.6508,0.0,1.18086,,0.0,0.0,0.0,10.0352,10.0352,0.539818,0.539818,0.539818,,0.253054,1.0,1.00937,,9.26856,0.0,0.0,1.0872
79,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1284640000000000.0,2.67562,3.25226,13.6514,0.0,1.18077,,0.0,0.0,0.0,10.0343,10.0343,0.539756,0.539756,0.539756,,0.253073,1.0,1.00933,,9.26845,0.0,0.0,1.08712
80,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1283640000000000.0,2.67559,3.25221,13.6521,0.0,1.18068,,0.0,0.0,0.0,10.0334,10.0334,0.539694,0.539694,0.539694,,0.253093,1.0,1.0093,,9.26834,0.0,0.0,1.08703
81,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1282640000000000.0,2.67555,3.25216,13.6527,0.0,1.18059,,0.0,0.0,0.0,10.0325,10.0325,0.539632,0.539632,0.539632,,0.253113,1.0,1.00926,,9.26823,0.0,0.0,1.08695
82,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1281640000000000.0,2.67552,3.25211,13.6533,0.0,1.1805,,0.0,0.0,0.0,10.0315,10.0315,0.53957,0.53957,0.53957,,0.253133,1.0,1.00923,,9.26811,0.0,0.0,1.08686
83,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1280640000000000.0,2.67549,3.25206,13.654,0.0,1.18041,,0.0,0.0,0.0,10.0306,10.0306,0.539508,0.539508,0.539508,,0.253153,1.0,1.00919,,9.268,0.0,0.0,1.08678
84,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1279640000000000.0,2.67545,3.252,13.6546,0.0,1.18032,,0.0,0.0,0.0,10.0297,10.0297,0.539445,0.539445,0.539445,,0.253173,1.0,1.00915,,9.26788,0.0,0.0,1.08669
85,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1278640000000000.0,2.67542,3.25195,13.6552,0.0,1.18023,,0.0,0.0,0.0,10.0287,10.0287,0.539382,0.539382,0.539382,,0.253192,1.0,1.00912,,9.26776,0.0,0.0,1.08661
86,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1277640000000000.0,2.67538,3.2519,13.6559,0.0,1.18014,,0.0,0.0,0.0,10.0278,10.0278,0.539319,0.539319,0.539319,,0.253212,1.0,1.00908,,9.26764,0.0,0.0,1.08652
87,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1276640000000000.0,2.67535,3.25184,13.6565,0.0,1.18005,,0.0,0.0,0.0,10.0268,10.0268,0.539256,0.539256,0.539256,,0.253232,1.0,1.00905,,9.26751,0.0,0.0,1.08644
88,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1275640000000000.0,2.67531,3.25179,13.6572,0.0,1.17996,,0.0,0.0,0.0,10.0258,10.0258,0.539192,0.539192,0.539192,,0.253253,1.0,1.00901,,9.26739,0.0,0.0,1.08635
89,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1274640000000000.0,2.67527,3.25173,13.6578,0.0,1.17986,,0.0,0.0,0.0,10.0249,10.0249,0.539129,0.539129,0.539129,,0.253273,1.0,1.00898,,9.26726,0.0,0.0,1.08627
90,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1273640000000000.0,2.67524,3.25167,13.6584,0.0,1.17977,,0.0,0.0,0.0,10.0239,10.0239,0.539065,0.539065,0.539065,,0.253293,1.0,1.00894,,9.26713,0.0,0.0,1.08618
91,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1272640000000000.0,2.6752,3.25162,13.6591,0.0,1.17968,,0.0,0.0,0.0,10.0229,10.0229,0.539001,0.539001,0.539001,,0.253313,1.0,1.0089,,9.267,0.0,0.0,1.08609
92,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1271640000000000.0,2.67516,3.25156,13.6597,0.0,1.17959,,0.0,0.0,0.0,10.0219,10.0219,0.538936,0.538936,0.538936,,0.253333,1.0,1.00887,,9.26687,0.0,0.0,1.08601
93,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1270640000000000.0,2.67512,3.2515,13.6604,0.0,1.1795,,0.0,0.0,0.0,10.021,10.021,0.538872,0.538872,0.538872,,0.253353,1.0,1.00883,,9.26674,0.0,0.0,1.08592
94,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1269640000000000.0,2.67508,3.25144,13.661,0.0,1.17941,,0.0,0.0,0.0,10.02,10.02,0.538807,0.538807,0.538807,,0.253374,1.0,1.0088,,9.2666,0.0,0.0,1.08583
95,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1268640000000000.0,2.67504,3.25138,13.6616,0.0,1.17932,,0.0,0.0,0.0,10.019,10.019,0.538742,0.538742,0.538742,,0.253394,1.0,1.00876,,9.26646,0.0,0.0,1.08575
96,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1267640000000000.0,2.675,3.25132,13.6623,0.0,1.17923,,0.0,0.0,0.0,10.018,10.018,0.538677,0.538677,0.538677,,0.253414,1.0,1.00872,,9.26632,0.0,0.0,1.08566
97,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1266640000000000.0,2.67496,3.25125,13.6629,0.0,1.17913,,0.0,0.0,0.0,10.017,10.017,0.538612,0.538612,0.538612,,0.253435,1.0,1.00869,,9.26618,0.0,0.0,1.08557
98,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1265640000000000.0,2.67492,3.25119,13.6636,0.0,1.17904,,0.0,0.0,0.0,10.016,10.016,0.538546,0.538546,0.538546,,0.253455,1.0,1.00865,,9.26604,0.0,0.0,1.08548
99,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1264640000000000.0,2.67488,3.25113,13.6642,0.0,1.17895,,0.0,0.0,0.0,10.0149,10.0149,0.53848,0.53848,0.53848,,0.253475,1.0,1.00862,,9.26589,0.0,0.0,1.0854
100,/home/kenuni/Programs/rns/EOS/106/EOS10202.rns,1263640000000000.0,2.67484,3.25106,13.6648,0.0,1.17886,,0.0,0.0,0.0,10.0139,10.0139,0.538414,0.538414,0.538414,,0.253496,1.0,1.00858,,9.26575,0.0,0.0,1.08531
